Unnamed: 0,Emotion,Text,Clean_Text
8612,sadness,Ate someone elses pizza... A mom &amp; two young kids reading. They are without power... We feel bad... #pizza,Ate elses pizza mom amp young kids reading power feel bad #pizza
8614,sadness,When I noticed that I do many things to the pregiudice of myself.,noticed things pregiudice myself
8616,sadness, I was just robbed ! ,robbed 
8620,sadness,"my anxiety is so high i was shaking, WHY does my child hate me ;/ im tired of crying and feeling like a failure and a mom. ",anxiety high shaking child hate / im tired crying feeling like failure mom
8628,sadness,I really wish deer season  would hurry and end! I miss sleeping late with my husband spending time with him! @BlakeCantrell11,wish deer season hurry end miss sleeping late husband spending time him  
8629,sadness,"When I knew that a person that I liked very much didn't react the way I would like to, even that I knew about his feelings for me.",knew person liked react way like to knew feelings me
8634,sadness,"She looked desperately tired , but there were no obvious marks of grief on her face . ",looked desperately tired  obvious marks grief face 
8639,sadness,"As you would expect , she was overcome with grief . "" ",expect  overcome grief  
8644,sadness, He never came . ,came 
8665,sadness,Such a messy girl RT @erinava: Coffee all over my Bill Russell book. :'( ,messy girl RT   Coffee Bill Russell book :(
8666,sadness,"It is worth , asking if all our sadness and anxiety is in fact for our child . ",worth  asking sadness anxiety fact child 
8672,sadness,"I'm sad:( It's the last selectionals for Rachel,Finn,Kurt,Puck,Quinn,Santana and Mike:(  ",Im sad:( selectionals RachelFinnKurtPuckQuinnSantana Mike:(
8689,sadness, I am not feeling well,feeling
8690,sadness,So sad that I'm missing  -___- 2nd year in a row! ,sad Im missing  2nd year row
8692,sadness,Holy fuck this knee pain is excruciating since this nerve block wore off. ,Holy fuck knee pain excruciating nerve block wore off
8694,sadness,"@Khleo_T wow that is a lot, no peanut butter ",  wow lot peanut butter
8700,sadness,"I was watching a sunset after my latest boyfriend left me and I realized that we would never watch sunsets again, probaly never see eachother again and none of it mattered.",watching sunset latest boyfriend left realized watch sunsets again probaly eachother mattered
8705,sadness,alright. So I am officially done with my Viva La Juicy Sample.. ... but I am going to ask for the full size for my 15th birthday!(:,alright officially Viva La Juicy Sample  going ask size 15th birthday(:
8708,sadness,When a friend of mine died in a hiking accident.  I was not present there and only got the news later.,friend died hiking accident present got news later
8709,sadness,"I was very sad  when I got the XIIth standard results, when I got low marks as compared to my friend and I could not get admission to courses like medicine.",sad got XIIth standard results got low marks compared friend admission courses like medicine
8717,sadness,It is 4 minutes until Cody Simpson in NYC and im not there you'll do great love &lt;33,4 minutes Cody Simpson NYC im great love lt33
8727,sadness,"Within the ranks of the music press , there seemed to be a genuine grief at the split and the band 's loyal followers responded accordingly , filling the letter pages with tearful , doleful sentiment . ",ranks music press  genuine grief split band s loyal followers responded accordingly  filling letter pages tearful  doleful sentiment 
8728,sadness,done w/ my Business Plan but im not already done w/ my feasibility project :(,w/ Business Plan im w/ feasibility project :(
8731,sadness,When I heard that my friend had started drinking beer.,heard friend started drinking beer
8743,sadness,One of my good friends had to migrate to America.  Our friendship had developed quite well and it was a pity as our friendship would fade.,good friends migrate America friendship developed pity friendship fade
8750,sadness," Oh , that's too bad . ",Oh  thats bad 
8752,sadness," I'm sorry , I didn't know that . But I wanna help . ",Im sorry  know  wanna help 
8755,sadness,His poor scrawny hands grip the arms of a wheelchair pushed by his adoring wife with the now familiar expression of a too-bright smile and devastated eyes . ,poor scrawny hands grip arms wheelchair pushed adoring wife familiar expression toobright smile devastated eyes 
8767,sadness,&quot; I wish love was like volleyball. You'd call 'MINE' and everyone would back off &quot; :(,quot wish love like volleyball MINE quot :(
8772,sadness,I saw a lot of starving people in a T.V news report.,saw lot starving people TV news report
8794,sadness, I'm sorry . The restaurant is full now . You have to wait for about half an hour . Would you care to have a drink at the lounge until a table is available ? ,Im sorry  restaurant  wait half hour  care drink lounge table available 
8795,sadness,Some people thrive off drama and say they have nothing to do with it. ,people thrive drama it
8804,sadness,@Dezziraee @1day2die4 ohh i don't think it's as boring as my town. my town is lol,    ohh think boring town town lol
8811,sadness,I'm about to throw my phone off the eifle tower. Need an iPhone. ,Im throw phone eifle tower Need iPhone
8818,sadness,"pensavo che due sorelle che si baciano in bocca fossero solo in scadenti film porno, e invece no: approdano anche su facebook. ",pensavo che sorelle che si baciano bocca fossero solo scadenti film porno e invece no: approdano anche su facebook
8828,sadness,"that moment when u tell a joke and u think everyone laughs at it, but really they were laughing at somone elses joke. Lol ",moment u tell joke u think laughs it laughing somone elses joke Lol
8834,sadness,When I was not chosen to go to your English lectures. ,chosen English lectures
8837,sadness,"Country folklore has it that dobies were actually the sad little GHOSTS of unwanted or plain women , who would fumble around the house trying to be useful until their spirits had been exorcised . ",Country folklore dobies actually sad little GHOSTS unwanted plain women  fumble house trying useful spirits exorcised 
8840,sadness,"@vfriellll love you(; oh, BTW's i may not be at lunch again tomorrow ",  love you( oh BTWs lunch tomorrow
8844,sadness,"my first and favorite class of college is over, BUT Im so happy I'm a comm major because that hopefully means i'll see @jhlu again!",favorite class college over Im happy Im comm major hopefully means ill   again
8862,sadness,Regrets not buying a raf fair isle this season ,Regrets buying raf fair isle season
8863,sadness,Seeing the Iphone 4S advert and wanting it! Way out of my budget! ,Seeing Iphone 4S advert wanting it Way budget
8867,sadness,"1976, Soweto uprising in South Africa and the racist Gout's reaction to the students demands concerning the educational system.",1976 Soweto uprising South Africa racist Gouts reaction students demands concerning educational system
8868,sadness,I look at her pictures every night. I miss her so much. Why did I do this. ,look pictures night miss much this
8870,sadness,I miss everyone :( @sJsnerd @JocelynEdie @alexattack45 @steviejash3 @JeremyBell21....my real family bores me. ,miss :(           real family bores me
8873,sadness,I can't even really focus on my sewing and I'm always focused when I sew. That's the kind of day this has turned into. ,cant focus sewing Im focused sew Thats kind day turned into
8881,sadness,"So, my wonderful fishy died because our other fish killed it! &amp; all the while, we thought they were just playing around... ):",So wonderful fishy died fish killed it amp while thought playing around ):
8887,sadness,@LOVENatalieJean damn dude #physicalpainsadness &#xA;Did it to myself in the end. Gotta keep my head up &amp; move on.,  damn dude #physicalpainsadness #xADid end Gotta head amp on
8889,sadness,Crying so hard right now. Drako killed the FUCK outta Dumbledore ,Crying hard right now Drako killed FUCK outta Dumbledore
8895,sadness,Can't find my face soap.. I'm bout to wash my face with Bath soap.. ,Cant find face soap Im bout wash face Bath soap
8909,sadness, I have been working on it for a whole month and it's too late to write another . Just think of all my hard work that goes for nothing . How could I do such a thing ? ,working month late write  think hard work goes  thing 
